marital_status,course,nationality,father_qualif,mother_occ,admission_grade,tuition_fees_up_to_date,scholarship,age_at_enrollment,units_1_credited,units_1_approved,units_2_enrolled,units_2_evaluations,units_2_approved,units_2_no_evaluations,unemployment_rate,inflation_rate,target
1,9991,1,3,4,113.2,0,0,22,0,3,5,8,2,2,7.6,2.6,Dropout
2,8014,1,37,6,139.0,1,0,49,0,6,6,8,6,0,12.4,0.5,Graduate
1,9773,1,42,5,110.0,1,0,23,0,6,6,6,4,0,11.1,0.6,Graduate
1,9070,1,1,4,136.6,1,0,19,0,5,6,10,3,3,7.6,2.6,Enrolled
2,8014,1,37,5,161.1,1,0,47,0,6,6,6,0,0,16.2,0.3,Dropout
1,9003,1,2,4,130.0,1,0,28,9,17,12,15,12,0,15.5,2.8,Graduate
1,9003,1,38,9,140.0,1,0,21,0,4,6,15,4,0,15.5,2.8,Enrolled
1,9254,1,1,9,121.0,0,0,21,0,5,6,8,5,0,8.9,1.4,Dropout
1,9238,1,1,1,118.6,1,0,21,9,10,10,13,10,0,13.9,-0.3,Graduate
1,9070,1,38,4,138.3,1,0,20,1,6,6,12,4,0,13.9,-0.3,Enrolled
2,9147,1,37,9,115.8,0,0,49,0,0,5,9,0,0,10.8,1.4,Dropout
1,9991,1,37,6,160.0,1,0,40,0,5,5,5,5,0,15.5,2.8,Graduate
1,9254,1,1,3,114.5,1,1,22,0,6,6,8,6,0,11.1,0.6,Graduate
1,9119,1,37,5,117.5,1,0,19,2,4,5,7,2,0,15.5,2.8,Enrolled
1,9991,1,38,2,121.7,1,0,31,0,0,5,7,0,0,13.9,-0.3,Dropout
1,9119,1,5,2,115.0,1,0,30,1,2,6,7,2,0,15.5,2.8,Dropout
1,9238,1,37,5,125.3,1,0,19,0,5,6,11,5,0,7.6,2.6,Graduate
1,9147,1,34,90,131.0,1,0,22,0,3,5,10,3,0,9.4,-0.8,Dropout
1,9773,1,37,9,126.3,1,0,19,0,6,6,8,6,0,15.5,2.8,Graduate
1,171,1,37,4,127.1,0,0,21,0,0,0,0,0,0,7.6,2.6,Dropout
1,9670,1,38,4,138.4,1,0,19,0,6,6,7,6,0,11.1,0.6,Graduate
1,9147,1,19,3,100.0,1,0,22,0,0,5,7,1,1,16.2,0.3,Dropout
1,9238,1,5,2,126.2,1,0,22,0,5,6,8,5,0,10.8,1.4,Graduate
1,9238,1,1,4,118.8,1,0,19,0,4,6,9,6,0,9.4,-0.8,Graduate
1,9254,1,1,5,124.5,0,0,26,0,0,6,0,0,0,16.2,0.3,Dropout
1,9119,1,41,3,140.0,1,0,23,3,3,6,12,1,0,12.4,0.5,Enrolled
1,9070,1,19,7,125.1,1,0,18,0,6,6,10,5,4,16.2,0.3,Enrolled
1,9147,1,37,9,118.8,1,1,22,0,5,5,11,2,0,15.5,2.8,Enrolled
1,9119,1,2,2,125.2,1,0,19,0,5,5,9,5,0,12.4,0.5,Enrolled
1,9147,1,19,4,95.0,1,0,20,0,0,5,5,0,0,11.1,0.6,Dropout
1,9070,1,37,9,107.6,1,1,22,0,6,6,6,6,0,7.6,2.6,Enrolled
1,9130,1,38,2,140.0,0,0,18,2,2,5,5,0,0,12.7,3.7,Dropout
4,9991,1,1,2,125.4,1,0,39,0,0,4,4,0,0,10.8,1.4,Dropout
1,9500,1,1,90,128.0,1,0,18,0,0,8,8,0,3,10.8,1.4,Dropout
1,9119,1,38,3,129.3,1,1,18,0,5,5,5,5,0,8.9,1.4,Graduate
1,9238,1,38,9,152.0,1,1,19,0,6,6,6,6,0,13.9,-0.3,Graduate
1,9500,1,19,9,128.8,1,0,18,0,6,8,8,8,0,12.4,0.5,Graduate
1,9147,1,19,0,152.8,1,1,18,0,4,5,5,0,0,7.6,2.6,Dropout
1,9130,1,37,6,150.0,1,0,22,0,4,5,5,5,0,10.8,1.4,Graduate
1,9238,1,1,3,112.0,1,0,19,0,6,6,6,6,0,12.4,0.5,Graduate
1,9130,1,37,9,135.6,1,0,18,0,5,5,5,5,0,12.7,3.7,Dropout
1,9119,1,1,4,134.4,0,0,31,0,2,5,9,2,4,16.2,0.3,Dropout
1,9991,1,1,3,120.5,1,0,28,0,0,5,5,0,0,12.7,3.7,Dropout
1,9070,1,1,4,141.4,1,0,19,0,0,6,0,0,0,15.5,2.8,Dropout
1,9254,1,1,4,145.2,1,0,20,0,6,6,8,6,0,16.2,0.3,Graduate
4,9238,1,3,9,140.0,1,0,50,0,4,6,7,0,0,8.9,1.4,Dropout
1,9070,1,2,4,100.0,1,0,38,1,5,6,11,4,0,13.9,-0.3,Enrolled
2,9991,1,37,9,140.0,1,0,31,0,1,5,5,1,0,9.4,-0.8,Dropout
1,9500,1,37,9,126.0,1,0,27,0,7,7,7,7,0,7.6,2.6,Enrolled
1,9238,1,3,9,112.6,1,0,21,0,6,6,10,6,0,12.7,3.7,Graduate
2,9119,1,37,9,106.8,1,0,34,0,1,5,9,0,0,8.9,1.4,Dropout
1,9119,1,37,2,121.6,1,0,19,0,0,5,7,1,0,7.6,2.6,Enrolled
2,9991,1,37,1,120.0,0,0,40,0,2,5,5,3,0,9.4,-0.8,Dropout
1,171,1,19,9,160.6,1,1,18,0,0,0,0,0,0,12.7,3.7,Graduate
2,9070,1,38,5,130.0,0,1,46,0,0,6,6,0,0,15.5,2.8,Dropout
1,8014,1,34,0,110.0,1,0,37,0,0,5,10,0,0,7.6,2.6,Dropout
1,9003,1,37,9,110.0,1,0,31,0,0,6,10,0,0,16.2,0.3,Dropout
1,9003,1,19,4,145.8,1,0,34,0,5,6,15,5,0,12.4,0.5,Graduate
1,171,1,10,4,130.2,1,1,18,0,0,0,0,0,0,9.4,-0.8,Dropout
1,9670,1,37,9,122.3,1,1,18,0,6,6,6,6,0,12.4,0.5,Graduate
1,9070,1,1,3,125.4,1,1,19,0,6,6,7,6,0,11.1,0.6,Graduate
1,9991,1,19,9,130.0,1,0,40,1,4,8,18,5,5,15.5,2.8,Dropout
1,9130,1,38,9,150.0,1,0,25,0,0,6,6,0,0,12.4,0.5,Dropout
1,9119,1,38,5,116.9,1,0,20,0,4,6,8,3,0,11.1,0.6,Dropout
1,9119,1,19,9,114.7,1,0,20,0,5,5,8,5,0,11.1,0.6,Enrolled
1,9003,1,37,9,95.8,0,0,43,0,0,6,0,0,0,15.5,2.8,Dropout
1,9119,1,19,9,133.1,1,0,18,0,4,5,7,3,1,7.6,2.6,Enrolled
1,9003,1,4,4,150.0,1,0,35,16,18,13,13,12,1,15.5,2.8,Graduate
1,9991,1,19,9,118.5,1,0,23,0,4,5,5,5,0,7.6,2.6,Graduate
1,9500,1,3,2,131.1,1,0,19,0,7,9,12,8,0,12.4,0.5,Graduate
1,9085,1,19,3,150.3,1,1,21,7,9,9,15,7,0,8.9,1.4,Graduate
1,9670,1,19,4,120.5,1,0,19,0,4,6,8,4,0,13.9,-0.3,Enrolled
1,9119,1,1,4,105.6,1,0,20,0,5,5,7,5,0,12.4,0.5,Graduate
1,9670,1,19,3,125.3,1,1,30,0,0,6,0,0,0,12.4,0.5,Dropout
4,9254,1,19,9,131.0,1,0,44,0,6,6,6,6,0,12.4,0.5,Graduate
1,9500,1,3,4,127.0,1,0,19,0,7,8,8,7,0,12.7,3.7,Graduate
1,9130,1,1,3,150.0,1,0,22,11,12,12,15,10,0,16.2,0.3,Graduate
1,9130,1,3,1,149.2,1,0,18,0,4,5,5,5,0,7.6,2.6,Graduate
1,9670,1,37,9,121.5,1,1,21,0,4,6,6,5,0,12.7,3.7,Graduate
1,9085,1,19,90,137.3,1,0,18,0,0,6,0,0,0,7.6,2.6,Dropout
1,9670,1,1,2,119.6,1,0,18,0,6,6,7,6,0,11.1,0.6,Graduate
1,171,1,1,4,141.5,1,0,19,0,0,0,0,0,0,7.6,2.6,Graduate
1,9003,1,38,6,150.0,1,0,21,0,4,6,11,4,0,16.2,0.3,Dropout
1,9003,1,3,2,110.0,1,0,31,0,6,6,10,6,0,16.2,0.3,Graduate
1,9254,1,1,2,110.2,1,0,21,0,4,6,10,2,0,9.4,-0.8,Dropout
1,9119,1,19,9,110.3,1,0,24,0,1,5,11,1,0,8.9,1.4,Enrolled
1,9773,1,6,4,120.0,1,0,27,0,0,5,10,0,0,9.4,-0.8,Dropout
1,9147,1,19,9,114.2,1,0,20,0,3,5,6,5,0,12.4,0.5,Graduate
1,9119,1,19,4,140.0,1,0,22,0,0,5,6,2,0,10.8,1.4,Enrolled
1,9003,1,19,9,132.8,1,1,19,0,4,6,10,4,0,15.5,2.8,Enrolled
1,9773,1,1,4,121.5,1,0,19,0,6,6,6,6,0,8.9,1.4,Graduate
1,171,1,1,7,127.2,1,0,23,13,13,17,28,11,1,11.1,0.6,Enrolled
1,9130,1,12,2,128.2,1,0,18,0,6,6,8,6,0,12.4,0.5,Graduate
1,9773,1,2,4,133.4,0,0,29,0,6,6,6,5,0,11.1,0.6,Enrolled
1,9130,1,19,4,120.0,1,0,29,0,1,5,10,3,2,10.8,1.4,Dropout
1,9003,1,1,4,140.0,1,0,20,0,6,6,12,5,0,16.2,0.3,Enrolled
1,171,1,3,9,136.9,1,1,19,0,0,0,0,0,0,9.4,-0.8,Graduate
1,171,1,39,2,117.0,1,0,22,0,0,0,0,0,0,10.8,1.4,Enrolled
1,9670,1,1,3,110.7,1,0,20,0,5,6,10,6,0,11.1,0.6,Enrolled
1,9130,1,19,9,160.0,1,0,24,0,4,5,9,3,0,9.4,-0.8,Enrolled
1,9670,1,37,5,95.0,0,0,21,0,4,6,6,5,0,12.7,3.7,Dropout
1,9147,1,1,7,148.8,1,1,25,0,4,5,7,4,0,12.7,3.7,Graduate
1,9147,1,37,9,110.0,0,0,32,0,0,5,5,0,0,9.4,-0.8,Dropout
1,9991,1,4,2,133.9,0,0,26,8,8,8,8,3,0,7.6,2.6,Dropout
1,9130,1,37,9,125.7,1,1,18,0,6,6,8,6,0,12.4,0.5,Graduate
1,9254,1,19,4,116.6,1,1,19,0,5,6,10,6,0,16.2,0.3,Graduate
1,9070,1,38,5,141.0,1,1,19,0,6,6,6,6,0,12.4,0.5,Graduate
1,9119,1,1,4,130.0,1,0,27,4,6,5,7,5,0,11.1,0.6,Dropout
1,9003,1,1,9,130.0,1,0,21,7,10,12,15,9,0,8.9,1.4,Enrolled
1,9119,1,1,4,115.8,1,0,20,0,4,5,11,0,0,13.9,-0.3,Enrolled
1,9070,1,38,4,140.0,1,0,21,0,6,6,8,6,0,12.4,0.5,Graduate
1,9773,1,3,5,126.1,1,0,22,0,5,6,12,3,0,9.4,-0.8,Enrolled
1,171,1,38,5,137.5,0,0,19,0,0,0,0,0,0,12.7,3.7,Graduate
1,9147,1,19,5,120.8,1,1,18,0,4,5,10,2,0,11.1,0.6,Dropout
1,9238,1,1,5,136.5,1,0,28,0,0,5,5,0,0,13.9,-0.3,Dropout
2,9003,1,37,9,122.0,0,0,25,3,6,7,15,4,1,15.5,2.8,Dropout
1,9003,1,1,5,130.0,1,0,25,8,8,13,23,10,0,15.5,2.8,Dropout
1,9147,1,19,9,126.3,1,0,18,0,2,5,11,3,0,8.9,1.4,Enrolled
1,9254,1,19,4,98.0,1,0,26,0,0,6,12,0,0,10.8,1.4,Dropout
1,9147,1,37,6,121.0,1,1,18,0,5,5,7,5,0,13.9,-0.3,Graduate
1,9773,1,38,9,124.2,1,0,22,0,3,6,14,3,0,15.5,2.8,Enrolled
1,9003,1,3,4,130.0,1,0,25,0,0,6,10,0,0,16.2,0.3,Dropout
1,9773,1,1,4,136.1,1,0,19,0,5,6,13,5,0,8.9,1.4,Enrolled
1,9773,1,19,2,132.8,1,0,19,0,6,6,7,6,0,13.9,-0.3,Graduate
1,9500,1,1,5,126.3,1,0,19,0,7,8,10,8,0,16.2,0.3,Graduate
4,8014,1,37,9,111.5,1,0,45,2,4,8,13,4,0,10.8,1.4,Dropout
2,9991,1,37,9,118.2,1,0,52,0,5,5,6,5,1,7.6,2.6,Graduate
1,9147,1,19,9,115.6,0,0,20,0,3,5,7,3,0,9.4,-0.8,Dropout
1,9500,1,37,5,117.8,1,0,19,0,7,8,8,7,0,10.8,1.4,Graduate
1,9500,1,38,9,127.0,0,0,21,0,4,7,12,4,0,12.4,0.5,Dropout
2,8014,1,37,9,140.0,0,0,35,0,6,6,6,6,0,9.4,-0.8,Graduate
2,171,1,37,7,106.0,1,0,36,0,0,0,0,0,0,7.6,2.6,Graduate
4,9500,1,38,5,151.0,0,0,47,0,0,8,8,0,8,15.5,2.8,Dropout
1,9991,1,40,2,106.4,1,0,22,0,0,5,0,0,0,8.9,1.4,Dropout
2,9991,1,37,9,125.3,1,0,41,0,4,5,8,3,1,7.6,2.6,Dropout
1,9119,1,34,90,130.0,1,0,26,0,0,5,6,0,0,10.8,1.4,Dropout
2,8014,1,34,90,116.0,0,0,51,0,4,6,12,0,1,10.8,1.4,Dropout
2,9991,1,37,9,120.0,1,0,43,0,3,5,10,4,0,9.4,-0.8,Enrolled
2,8014,1,34,0,100.0,1,0,41,0,5,6,10,3,1,7.6,2.6,Graduate
1,9147,1,37,9,118.5,1,0,23,5,8,10,16,10,3,7.6,2.6,Graduate
1,9238,1,30,0,118.9,1,0,22,0,0,5,10,0,0,9.4,-0.8,Dropout
1,9070,1,37,9,119.3,1,1,25,0,4,6,6,4,0,12.7,3.7,Dropout
1,9991,1,37,9,135.8,1,0,25,14,15,14,14,14,0,9.4,-0.8,Graduate
1,171,1,19,9,130.0,0,1,22,5,11,11,16,11,0,8.9,1.4,Graduate
1,9003,6,1,192,129.8,1,0,24,0,7,6,9,5,0,8.9,1.4,Enrolled
1,9085,1,38,9,150.0,1,0,47,0,0,6,0,0,0,16.2,0.3,Dropout
2,9991,1,37,5,111.9,1,0,41,0,0,5,5,0,0,7.6,2.6,Dropout
1,9003,1,37,9,150.1,1,0,43,0,6,6,11,5,0,13.9,-0.3,Graduate
1,9003,1,37,9,130.0,1,0,29,0,0,4,8,0,0,16.2,0.3,Dropout
1,9119,1,37,5,128.0,1,0,30,0,0,2,2,0,0,7.6,2.6,Dropout
1,9147,1,38,9,102.5,0,0,26,0,0,5,0,0,0,12.7,3.7,Dropout
1,9991,1,38,9,102.5,0,0,27,0,0,5,5,0,0,15.5,2.8,Dropout
2,9670,1,37,9,110.0,1,1,36,0,5,5,7,5,0,9.4,-0.8,Graduate
1,9003,1,19,4,114.0,1,0,29,3,6,7,10,6,0,15.5,2.8,Dropout
1,9119,1,34,0,128.2,1,0,35,6,7,8,8,5,0,9.4,-0.8,Dropout
1,9773,1,38,6,116.5,1,1,18,0,4,6,10,5,0,10.8,1.4,Graduate
1,9991,1,37,9,149.3,1,1,24,0,5,5,5,5,0,8.9,1.4,Graduate
1,9773,1,38,9,134.1,1,1,18,0,6,6,7,6,0,10.8,1.4,Dropout
1,9119,1,37,5,126.6,1,0,18,0,4,5,10,3,3,7.6,2.6,Enrolled
2,9085,1,37,9,120.0,1,0,21,0,0,5,11,3,1,9.4,-0.8,Enrolled
1,9119,1,37,5,133.5,1,0,21,0,5,5,10,5,0,9.4,-0.8,Graduate
1,9003,1,3,2,110.0,1,0,32,8,13,12,18,12,0,15.5,2.8,Graduate
1,9119,1,37,9,107.5,1,1,22,0,3,6,14,3,0,11.1,0.6,Dropout
1,9003,1,38,9,130.0,0,0,32,11,11,12,24,10,1,15.5,2.8,Dropout
1,9670,1,34,0,111.6,1,0,35,1,1,5,5,0,0,9.4,-0.8,Dropout
1,9147,1,38,4,101.0,0,0,23,0,0,5,0,0,0,8.9,1.4,Dropout
1,8014,1,37,6,108.3,1,0,39,0,5,6,12,3,1,7.6,2.6,Enrolled
2,9670,1,34,0,128.2,1,0,35,0,0,5,5,1,0,9.4,-0.8,Dropout
2,9003,1,19,4,150.0,1,0,32,0,6,12,14,12,0,16.2,0.3,Graduate
1,9853,1,34,0,142.8,1,0,20,0,0,6,12,0,0,7.6,2.6,Dropout
1,9500,1,37,9,100.0,1,0,34,0,6,7,16,4,0,16.2,0.3,Enrolled
1,9991,1,37,6,150.0,1,0,44,3,7,5,6,5,0,8.9,1.4,Dropout
2,9254,1,19,9,156.5,1,0,53,7,2,9,10,3,4,16.2,0.3,Graduate
1,9119,1,37,9,98.6,0,0,28,0,0,5,7,0,0,12.4,0.5,Dropout
1,9991,1,37,9,130.0,1,0,31,9,9,5,5,5,0,12.7,3.7,Dropout
1,171,1,38,5,118.1,0,0,18,0,0,0,0,0,0,9.4,-0.8,Enrolled
1,9003,1,3,9,120.0,0,0,44,2,4,6,16,0,1,15.5,2.8,Dropout
1,9085,1,1,9,127.7,1,0,19,0,5,5,8,4,0,12.7,3.7,Graduate
1,171,26,1,2,130.0,1,0,21,6,12,11,15,11,0,8.9,1.4,Enrolled
1,9119,1,19,3,147.7,1,1,18,0,0,5,5,0,0,9.4,-0.8,Dropout
1,9003,1,19,5,170.0,1,0,20,0,6,6,10,6,0,16.2,0.3,Graduate
1,9070,1,37,7,110.2,1,0,55,0,6,6,6,6,0,11.1,0.6,Graduate
1,9147,1,37,4,146.4,1,0,27,0,3,5,12,1,0,7.6,2.6,Enrolled
1,9119,1,19,5,121.0,1,0,19,0,0,5,0,0,0,12.4,0.5,Dropout
1,9147,1,37,9,129.9,1,0,18,0,5,5,5,5,0,12.4,0.5,Graduate
2,9773,1,37,7,132.0,1,0,43,0,4,6,7,0,0,15.5,2.8,Dropout
1,9254,1,19,9,125.9,1,0,18,0,0,6,0,0,0,13.9,-0.3,Dropout
1,171,1,3,2,165.7,1,0,18,0,0,0,0,0,0,9.4,-0.8,Dropout
1,9254,1,38,9,122.7,1,1,20,0,0,6,6,0,0,8.9,1.4,Dropout
2,9991,1,19,9,141.4,0,0,29,0,4,5,8,4,0,10.8,1.4,Dropout
1,9130,1,37,9,156.4,1,0,44,0,5,6,11,0,0,13.9,-0.3,Dropout
1,9119,1,37,9,148.5,1,0,18,0,4,5,8,1,0,10.8,1.4,Enrolled
1,9003,1,37,9,140.0,1,1,20,0,5,6,13,6,0,15.5,2.8,Enrolled
1,9070,1,37,8,131.7,1,0,20,3,4,9,12,3,0,12.4,0.5,Dropout
2,9147,1,37,9,104.7,1,0,36,0,0,5,9,0,0,10.8,1.4,Dropout
1,9130,1,1,2,150.0,1,0,19,1,5,6,12,2,0,13.9,-0.3,Enrolled
2,9085,1,37,90,110.0,0,0,29,0,0,5,5,0,0,12.7,3.7,Dropout
1,9670,1,1,9,129.1,1,0,18,0,4,6,10,3,0,10.8,1.4,Dropout
1,9003,1,1,1,120.0,0,0,24,0,0,6,0,0,0,13.9,-0.3,Dropout
1,9773,1,19,2,127.0,1,0,20,0,6,6,7,6,0,15.5,2.8,Graduate
2,8014,1,37,9,151.5,0,0,45,0,0,5,5,0,0,16.2,0.3,Dropout
1,9500,1,37,4,126.8,1,1,28,18,20,23,23,20,3,7.6,2.6,Graduate
1,9254,1,38,9,140.8,1,0,23,0,6,6,10,5,0,7.6,2.6,Enrolled
1,9500,1,19,4,125.6,1,0,18,0,7,8,11,7,0,12.4,0.5,Graduate
1,9147,1,19,9,127.8,1,0,23,0,3,5,7,3,0,9.4,-0.8,Dropout
1,171,1,3,2,120.0,1,0,22,0,0,0,0,0,0,7.6,2.6,Enrolled
1,9070,1,19,5,131.3,1,1,22,1,6,6,6,5,0,12.4,0.5,Graduate
1,9991,1,38,5,155.7,1,0,33,0,5,5,6,5,0,10.8,1.4,Graduate
1,9003,1,38,9,128.5,1,0,21,7,10,12,14,11,0,8.9,1.4,Graduate
2,9147,1,37,9,170.0,1,0,45,0,5,5,5,5,0,15.5,2.8,Graduate
2,9003,1,37,9,100.0,0,0,44,4,4,7,8,1,0,15.5,2.8,Dropout
4,9670,1,19,90,107.2,1,0,42,0,0,6,0,0,0,12.7,3.7,Dropout
1,9147,1,1,9,139.3,1,0,20,0,0,5,0,0,0,12.4,0.5,Dropout
1,9147,1,38,5,123.2,1,0,20,0,3,5,12,2,0,9.4,-0.8,Enrolled
1,9254,1,38,2,122.3,1,1,20,0,6,6,6,6,0,8.9,1.4,Graduate
1,9773,1,1,4,127.9,1,0,20,0,3,6,13,4,0,9.4,-0.8,Enrolled
1,9147,1,1,9,120.3,1,0,19,0,5,5,13,2,0,8.9,1.4,Enrolled
1,8014,1,1,4,128.5,0,0,26,2,4,10,16,7,0,12.4,0.5,Dropout
2,9003,1,37,8,150.0,1,0,31,0,6,6,11,5,0,13.9,-0.3,Graduate
1,9773,1,19,9,136.1,1,1,19,0,6,6,6,6,0,16.2,0.3,Graduate
1,9773,1,37,0,128.0,1,0,28,0,6,6,6,6,0,7.6,2.6,Graduate
1,171,1,37,9,158.1,1,1,20,0,0,0,0,0,0,10.8,1.4,Graduate
2,8014,1,1,9,108.7,1,0,43,0,6,6,6,6,0,9.4,-0.8,Graduate
1,171,101,19,2,110.0,1,1,25,0,0,0,0,0,0,15.5,2.8,Dropout
1,9238,1,37,9,120.0,1,0,40,0,2,6,10,1,0,16.2,0.3,Dropout
1,9085,6,4,1,150.0,1,0,20,2,6,6,16,5,0,12.4,0.5,Graduate
2,8014,1,37,9,113.0,1,0,46,0,3,6,6,6,0,11.1,0.6,Graduate
1,33,1,37,5,118.6,1,0,26,14,20,14,18,14,0,8.9,1.4,Graduate
2,9500,1,1,5,148.8,1,1,34,0,6,8,9,7,0,12.4,0.5,Graduate
1,9853,1,37,9,120.3,1,0,19,0,0,6,0,0,0,10.8,1.4,Dropout
1,9500,1,19,9,127.0,1,1,18,0,7,8,8,7,0,12.7,3.7,Graduate
1,9556,1,19,4,113.8,1,0,18,0,7,8,10,8,0,12.7,3.7,Graduate
1,8014,1,37,9,108.0,1,1,37,1,6,6,7,5,0,13.9,-0.3,Graduate
1,171,1,38,9,129.1,1,1,23,0,0,0,0,0,0,9.4,-0.8,Graduate
1,9070,1,38,9,135.9,1,0,26,9,14,13,13,13,0,15.5,2.8,Graduate
1,9773,22,38,3,154.4,0,0,18,0,5,6,0,0,0,10.8,1.4,Dropout
1,9500,108,2,122,190.0,1,0,18,0,4,7,10,5,0,12.4,0.5,Enrolled
1,9500,1,3,2,132.5,1,0,19,0,7,8,8,8,0,11.1,0.6,Graduate
1,9085,22,1,4,163.3,1,0,18,0,6,6,12,6,0,12.4,0.5,Graduate
1,9670,1,3,4,122.5,1,0,19,0,6,6,8,5,0,8.9,1.4,Dropout
1,9119,62,1,191,121.0,1,0,20,0,4,5,14,1,0,8.9,1.4,Enrolled
1,9070,1,1,1,131.8,1,1,22,0,6,6,9,4,0,9.4,-0.8,Graduate
1,9500,1,1,9,135.0,1,1,18,0,7,8,8,7,0,12.7,3.7,Graduate
1,9254,1,39,5,141.7,1,1,18,0,6,6,6,6,0,13.9,-0.3,Graduate
1,9773,1,38,5,131.3,1,1,18,0,6,6,6,6,0,8.9,1.4,Graduate
1,9254,1,37,5,123.9,1,1,18,0,6,6,6,6,0,12.4,0.5,Graduate
1,9254,1,3,7,126.1,1,0,18,0,6,6,6,6,0,8.9,1.4,Graduate
1,9500,1,19,7,126.5,1,1,19,0,7,8,9,7,0,11.1,0.6,Graduate
1,9853,1,1,5,107.3,1,0,20,0,0,6,0,0,0,15.5,2.8,Dropout
1,9238,1,19,9,95.0,1,1,19,0,6,6,7,0,0,15.5,2.8,Dropout
1,9085,1,1,4,116.1,1,0,18,0,6,6,12,3,0,15.5,2.8,Graduate
1,9070,1,1,9,134.6,1,1,18,0,6,6,6,6,0,12.4,0.5,Dropout
1,9500,1,19,7,128.0,1,1,18,0,7,8,8,8,0,11.1,0.6,Graduate
1,9773,1,38,2,144.2,1,0,18,0,6,6,7,6,0,12.4,0.5,Graduate
1,9147,1,38,4,129.5,1,1,18,0,5,5,12,4,0,10.8,1.4,Graduate
1,9773,1,1,4,116.8,1,0,18,0,6,6,6,6,0,16.2,0.3,Graduate
1,9003,1,38,9,160.0,1,1,20,0,6,6,10,6,0,16.2,0.3,Graduate
1,9238,1,37,3,127.1,1,1,19,0,3,6,7,6,0,9.4,-0.8,Graduate
1,9130,1,19,2,126.3,1,1,18,0,6,6,8,6,0,8.9,1.4,Enrolled
1,9238,1,38,8,112.9,1,1,19,0,6,6,8,6,0,12.4,0.5,Graduate
1,9853,1,1,1,130.2,1,0,19,0,5,6,7,4,0,12.7,3.7,Enrolled
1,9130,41,4,3,100.0,1,0,19,0,5,5,7,5,0,9.4,-0.8,Enrolled
1,9670,1,19,7,121.6,1,0,19,0,6,6,6,6,0,12.4,0.5,Graduate
1,9670,26,1,2,130.0,1,0,20,0,6,6,9,5,0,8.9,1.4,Graduate
1,9130,1,19,9,121.7,1,1,18,0,4,5,5,5,0,10.8,1.4,Graduate
1,9147,1,39,4,120.0,1,0,33,2,2,5,5,0,0,12.4,0.5,Dropout
1,9853,1,19,4,143.5,1,1,19,0,6,6,6,0,0,13.9,-0.3,Dropout
1,9556,1,1,9,128.3,1,1,18,0,7,8,8,8,0,15.5,2.8,Graduate
1,9070,1,1,4,111.9,1,0,19,0,0,6,0,0,0,8.9,1.4,Dropout
1,9003,1,38,6,140.0,1,0,19,0,3,6,14,4,0,15.5,2.8,Enrolled
1,9773,1,1,2,137.6,1,0,18,0,6,6,7,6,0,12.4,0.5,Graduate
1,9238,1,19,9,135.0,1,0,20,0,6,6,6,6,0,10.8,1.4,Graduate
1,9500,1,37,7,133.8,1,0,19,0,8,8,9,8,1,9.4,-0.8,Graduate
1,9773,1,19,9,126.9,1,1,18,0,6,6,6,6,0,9.4,-0.8,Graduate
1,9254,1,2,5,106.7,1,1,19,0,2,6,6,0,0,13.9,-0.3,Dropout
1,8014,22,37,9,145.7,1,0,25,8,15,13,13,11,0,13.9,-0.3,Graduate
1,9070,1,3,4,153.1,1,1,20,0,6,6,6,6,0,12.7,3.7,Enrolled
1,8014,1,37,5,118.7,1,0,19,0,6,6,6,6,0,12.7,3.7,Graduate
1,9991,1,34,0,161.8,1,0,33,0,2,5,5,0,0,7.6,2.6,Dropout
1,9119,1,38,194,124.9,1,0,18,0,3,5,9,3,0,8.9,1.4,Enrolled
1,9119,1,37,5,150.8,1,0,18,0,4,5,11,2,3,7.6,2.6,Enrolled
1,9147,26,1,2,130.0,1,0,19,0,4,5,6,5,0,11.1,0.6,Graduate
1,171,1,3,2,163.6,1,0,18,0,0,0,0,0,0,12.4,0.5,Enrolled
1,9147,1,19,141,115.0,1,0,19,0,5,5,9,2,0,13.9,-0.3,Enrolled
1,9773,1,1,5,136.8,1,0,18,0,6,6,6,6,0,11.1,0.6,Dropout
1,9853,1,19,2,130.9,1,0,18,0,6,6,8,5,0,7.6,2.6,Graduate
1,9500,1,37,7,127.0,1,0,18,0,8,8,8,8,0,9.4,-0.8,Graduate
2,9500,1,38,2,120.0,1,0,37,0,2,7,9,0,0,16.2,0.3,Dropout
1,9238,1,1,2,126.0,1,0,20,0,1,5,10,0,0,9.4,-0.8,Enrolled
1,9254,41,37,5,153.8,1,1,20,0,6,6,6,6,0,10.8,1.4,Graduate
1,9238,26,19,9,140.0,1,0,21,0,6,6,7,6,0,11.1,0.6,Graduate
1,9500,1,1,5,136.6,1,1,18,0,7,8,9,8,0,12.4,0.5,Graduate
1,8014,1,1,9,105.0,1,0,26,0,3,6,9,5,0,15.5,2.8,Enrolled
1,9147,1,37,9,139.4,1,0,41,0,5,5,8,5,0,7.6,2.6,Enrolled
1,9773,1,1,3,140.0,1,1,18,0,6,6,6,6,0,16.2,0.3,Graduate
1,9500,1,37,9,130.8,1,0,18,0,8,8,9,8,1,9.4,-0.8,Graduate
1,9500,1,38,9,138.8,1,0,31,0,7,8,8,8,0,11.1,0.6,Graduate
1,9238,1,1,4,110.0,1,0,23,0,6,6,6,6,0,12.7,3.7,Graduate
1,9500,1,19,9,127.8,1,0,19,0,6,7,7,6,0,7.6,2.6,Graduate
